episode,num_iters,loss,sum_rewards,curr_eps,debug_param,time
1,1342,0.017523,-19,0.998793,14429,164.096624
2,1095,0.018995,-21,0.997808,26632,297.494812
3,1195,0.017374,-21,0.996732,39735,444.696742
4,1221,0.017110,-21,0.995633,53470,596.943514
5,1175,0.017647,-21,0.994576,65112,726.212383
6,1114,0.018681,-21,0.993573,76347,850.673425
7,1193,0.018358,-20,0.992499,87982,978.634199
8,1015,0.020425,-21,0.991586,97636,1086.556558
9,1280,0.017144,-20,0.990434,109897,1222.492112
10,1252,0.017399,-20,0.989307,122289,1360.060205
11,1096,0.018961,-21,0.988321,133064,1474.908000
12,1017,0.020331,-21,0.987405,144066,1596.034666
13,1090,0.018998,-21,0.986424,155131,1725.227109
14,1114,0.018627,-21,0.985422,164873,1835.132903
15,1178,0.017664,-21,0.984362,174664,1945.644705
16,1265,0.016477,-21,0.983223,185922,2070.746061
17,1234,0.017703,-20,0.982112,196401,2190.573505
18,1359,0.016827,-19,0.980889,208455,2328.652410
19,1038,0.019945,-21,0.979955,217871,2434.412873
20,1253,0.017386,-20,0.978827,231272,2584.609697
21,1141,0.019111,-20,0.977801,244514,2734.853505
22,1138,0.018268,-21,0.976776,258690,2902.718371
23,1064,0.019446,-21,0.975819,272551,3061.214257
24,1343,0.016206,-20,0.974610,290381,3265.749153
25,1299,0.017578,-19,0.973441,307401,3458.486423
26,1572,0.013983,-20,0.972026,325790,3671.590477
27,1120,0.018559,-21,0.971018,340133,3835.564372
28,1286,0.016967,-20,0.969861,356648,4020.999234
29,1098,0.018913,-21,0.968873,370230,4179.046120
30,1201,0.018117,-20,0.967792,385650,4367.844101
31,1201,0.018184,-20,0.966711,400592,4547.011917
32,1148,0.019013,-20,0.965678,414547,4719.001857
33,1249,0.016641,-21,0.964553,430247,4914.528078
34,1235,0.016757,-21,0.963442,446420,5115.697329
35,1265,0.018078,-19,0.962303,461871,5310.876853
36,1013,0.020533,-21,0.961392,474981,5482.642054
37,1302,0.016715,-20,0.960220,490957,5692.226023
38,1129,0.019333,-20,0.959204,503966,5860.102000
39,1183,0.017564,-21,0.958139,518693,6054.217392
40,1412,0.016168,-19,0.956868,537293,6299.687373
41,1464,0.014185,-21,0.955551,555779,6541.986107
42,1187,0.018425,-20,0.954483,570742,6745.259705
43,1043,0.019764,-21,0.953544,584110,6922.162732
44,1127,0.019276,-20,0.952530,598920,7119.120459
45,1292,0.016069,-21,0.951367,615056,7329.988240
46,1221,0.017808,-20,0.950268,630839,7545.094679
47,1570,0.013965,-20,0.948855,649697,7797.257323
48,1137,0.018217,-21,0.947831,665096,8004.919735
49,1214,0.017938,-20,0.946739,681780,8223.363976
50,1489,0.016103,-18,0.945399,699728,8473.413227
51,1131,0.019219,-20,0.944381,714697,8674.391061
52,1206,0.018001,-20,0.943295,729213,8873.461629
53,1364,0.016052,-20,0.942068,746095,9102.647764
54,1319,0.017322,-19,0.940881,762997,9331.420918
55,1292,0.016835,-20,0.939718,779311,9552.898267
56,1310,0.016704,-20,0.938539,795761,9774.921691
57,1277,0.017065,-20,0.937390,811979,9991.603626
58,1389,0.015697,-20,0.936140,828839,10219.840279
59,1612,0.014858,-18,0.934689,848087,10486.055174
60,1120,0.018516,-21,0.933681,861473,10674.279511
61,1086,0.019113,-21,0.932703,874928,10862.961817
62,1184,0.018405,-20,0.931638,889505,11066.321957
63,1056,0.019563,-21,0.930687,902724,11243.332548
64,1091,0.019037,-21,0.929705,916399,11422.945118
65,1135,0.018289,-21,0.928684,930451,11616.735855
66,1725,0.013873,-18,0.927131,952494,11916.320830
67,1143,0.018120,-21,0.926103,966911,12112.138831
68,1257,0.017334,-20,0.924971,981705,12312.581781
69,1204,0.017143,-21,0.923888,996302,12510.180248
70,1136,0.018307,-21,0.922866,1011346,12713.338854
71,1179,0.018511,-20,0.921804,1026199,12913.797209
72,1279,0.016238,-21,0.920653,1043038,13146.577581
73,1162,0.017820,-21,0.919608,1057806,13347.027128
74,1120,0.018580,-21,0.918600,1071821,13535.686456
75,1427,0.015395,-20,0.917315,1090038,13778.768506
76,1189,0.018311,-20,0.916245,1105378,13990.705881
77,1024,0.020066,-21,0.915323,1117983,14161.070840
78,1020,0.020391,-21,0.914405,1131224,14342.399194
79,1116,0.019597,-20,0.913401,1146362,14546.088123
80,1219,0.016936,-21,0.912304,1161920,14760.904910
