episode,num_iters,sum_rewards,curr_eps,time
1502,1021,-21,0.100000,93946.094127
1503,1090,-21,0.100000,94018.527143
1504,1091,-21,0.100000,94088.561930
1505,1016,-21,0.100000,94160.112050
1506,1115,-21,0.100000,94231.051265
1507,1033,-21,0.100000,94300.479960
1508,1110,-21,0.100000,94371.817325
1509,1030,-21,0.100000,94443.088942
1510,1103,-21,0.100000,94516.270063
1511,1103,-21,0.100000,94593.966909
1512,1102,-21,0.100000,94671.962434
1513,1017,-21,0.100000,94742.728700
1514,1015,-21,0.100000,94812.467397
1515,1090,-21,0.100000,94891.372307
1516,1014,-21,0.100000,94958.691989
1517,1177,-21,0.100000,95035.268238
1518,1131,-20,0.100000,95118.429604
1519,1009,-21,0.100000,95186.838270
1520,1016,-21,0.100000,95243.899162
1521,1020,-21,0.100000,95316.320390
1522,1017,-21,0.100000,95382.082163
1523,1103,-21,0.100000,95454.756971
1524,1019,-21,0.100000,95519.280797
1525,1102,-21,0.100000,95583.133241
1526,1028,-21,0.100000,95648.601787
1527,1026,-21,0.100000,95708.676892
1528,1108,-21,0.100000,95772.373390
1529,1024,-21,0.100000,95840.290680
1530,1023,-21,0.100000,95913.418034
1531,1096,-21,0.100000,95983.907209
1532,1024,-21,0.100000,96043.898845
1533,1100,-21,0.100000,96114.374894
1534,1104,-21,0.100000,96185.870980
1535,1096,-21,0.100000,96256.166835
1536,1020,-21,0.100000,96324.320355
1537,1105,-21,0.100000,96405.250045
1538,1180,-21,0.100000,96478.587222
1539,1116,-20,0.100000,96547.284694
1540,1005,-21,0.100000,96611.841907
1541,1009,-21,0.100000,96681.144261
1542,1097,-21,0.100000,96762.640374
1543,1013,-21,0.100000,96830.847407
1544,1115,-21,0.100000,96901.669285
1545,1007,-21,0.100000,96967.552097
1546,1119,-21,0.100000,97031.417828
1547,1107,-21,0.100000,97101.367440
1548,1015,-21,0.100000,97173.199952
1549,1120,-20,0.100000,97247.674209
1550,1020,-21,0.100000,97317.175229
1551,1014,-21,0.100000,97376.700784
1552,1115,-21,0.100000,97453.217320
1553,1011,-21,0.100000,97520.620753
1554,1096,-21,0.100000,97595.340101
1555,1032,-21,0.100000,97667.957472
1556,1030,-21,0.100000,97743.122321
1557,1116,-21,0.100000,97815.892129
1558,1096,-21,0.100000,97892.423309
1559,1172,-21,0.100000,97969.104670
1560,1107,-21,0.100000,98041.964859
1561,1011,-21,0.100000,98105.237956
1562,1021,-21,0.100000,98168.519572
1563,1092,-21,0.100000,98245.008785
1564,1106,-21,0.100000,98322.830034
1565,1015,-21,0.100000,98391.785662
1566,1030,-21,0.100000,98467.647210
1567,1017,-21,0.100000,98541.232342
1568,1092,-21,0.100000,98618.560343
1569,1011,-21,0.100000,98688.302929
1570,1022,-21,0.100000,98754.871353
1571,1053,-21,0.100000,98824.726324
1572,1105,-21,0.100000,98899.132672
1573,1022,-21,0.100000,98966.462913
1574,1054,-21,0.100000,99040.887998
1575,1003,-21,0.100000,99108.916920
1576,1104,-21,0.100000,99183.461929
1577,1093,-21,0.100000,99264.227758
1578,1022,-21,0.100000,99337.405221
1579,1023,-21,0.100000,99403.121646
1580,1017,-21,0.100000,99470.902598
1581,1129,-20,0.100000,99537.876393
1582,1106,-20,0.100000,99609.177201
1583,1025,-21,0.100000,99671.038013
1584,1023,-21,0.100000,99745.302982
1585,1108,-21,0.100000,99824.073883
1586,1029,-21,0.100000,99886.820481
1587,1108,-21,0.100000,99953.443849
1588,1102,-21,0.100000,100034.365445
1589,1096,-21,0.100000,100106.365385
1590,1125,-20,0.100000,100172.896258
1591,1101,-21,0.100000,100238.608769
1592,1016,-21,0.100000,100291.726784
1593,1024,-21,0.100000,100359.161542
1594,1097,-21,0.100000,100431.771395
1595,1013,-21,0.100000,100498.334244
1596,1093,-21,0.100000,100565.765044
1597,1104,-21,0.100000,100640.514998
1598,1113,-21,0.100000,100716.826706
1599,1014,-21,0.100000,100778.929203
1600,1108,-21,0.100000,100854.100544
1601,1108,-21,0.100000,100932.814072
1602,1029,-21,0.100000,101005.461332
1603,1009,-21,0.100000,101079.631306
1604,1098,-21,0.100000,101147.365055
1605,1017,-21,0.100000,101219.429453
1606,1019,-21,0.100000,101283.705443
1607,1000,-21,0.100000,101346.647638
1608,1107,-21,0.100000,101417.252499
1609,1016,-21,0.100000,101476.928047
1610,1101,-21,0.100000,101539.683799
1611,1104,-21,0.100000,101605.081136
1612,1008,-21,0.100000,101665.877235
1613,1065,-21,0.100000,101738.039006
1614,1128,-20,0.100000,101816.307065
1615,1122,-21,0.100000,101890.333261
1616,1099,-21,0.100000,101958.443232
1617,1035,-21,0.100000,102027.426258
1618,1023,-21,0.100000,102084.760300
1619,1026,-21,0.100000,102154.643557
1620,1030,-21,0.100000,102226.790222
1621,1092,-21,0.100000,102299.433058
1622,1113,-21,0.100000,102369.294048
1623,1184,-21,0.100000,102441.835335
1624,1133,-20,0.100000,102513.219021
1625,1018,-21,0.100000,102584.491254
1626,1098,-21,0.100000,102661.845665
1627,1028,-21,0.100000,102732.128147
1628,1115,-21,0.100000,102807.705075
1629,1015,-21,0.100000,102865.898877
1630,1085,-21,0.100000,102921.846474
1631,1101,-21,0.100000,102982.573345
1632,1091,-21,0.100000,103045.747607
1633,1106,-21,0.100000,103117.800181
1634,1027,-21,0.100000,103183.585247
1635,1022,-21,0.100000,103249.625797
1636,1006,-21,0.100000,103320.140142
1637,1020,-21,0.100000,103384.504937
1638,1015,-21,0.100000,103452.138804
1639,1103,-21,0.100000,103537.302583
1640,1023,-21,0.100000,103604.478467
1641,1000,-21,0.100000,103678.803486
1642,1183,-21,0.100000,103746.313337
1643,1025,-21,0.100000,103804.767884
1644,1027,-21,0.100000,103865.842673
1645,1014,-21,0.100000,103938.842068
1646,1010,-21,0.100000,104006.488415
1647,1127,-20,0.100000,104070.892226
1648,1201,-21,0.100000,104141.754762
1649,1105,-21,0.100000,104219.856445
1650,1021,-21,0.100000,104288.917656
1651,1097,-21,0.100000,104358.357354
1652,1118,-21,0.100000,104432.742840
1653,1098,-21,0.100000,104511.103523
1654,1017,-21,0.100000,104583.859652
1655,1007,-21,0.100000,104658.687702
1656,1040,-21,0.100000,104731.927271
1657,1199,-21,0.100000,104804.201186
1658,1176,-21,0.100000,104882.349827
1659,1113,-20,0.100000,104953.257258
1660,1023,-21,0.100000,105016.478048
1661,1108,-21,0.100000,105095.846704
1662,1047,-21,0.100000,105163.992920
1663,1094,-21,0.100000,105233.579476
1664,1015,-21,0.100000,105304.576415
1665,1081,-21,0.100000,105374.788631
1666,1102,-20,0.100000,105446.361670
1667,1020,-21,0.100000,105514.740356
1668,1114,-20,0.100000,105581.382279
1669,1058,-21,0.100000,105641.546146
1670,1190,-21,0.100000,105719.908087
1671,1030,-21,0.100000,105792.487094
1672,1176,-21,0.100000,105864.744550
1673,1009,-21,0.100000,105932.110830
1674,1029,-21,0.100000,106004.147658
1675,1015,-21,0.100000,106070.420939
1676,1034,-21,0.100000,106137.709081
1677,1022,-21,0.100000,106200.259024
1678,1169,-21,0.100000,106278.417483
1679,1000,-21,0.100000,106348.380748
1680,1131,-20,0.100000,106423.310214
1681,1089,-21,0.100000,106498.325767
1682,1099,-21,0.100000,106578.742176
1683,1025,-21,0.100000,106651.522958
1684,1014,-21,0.100000,106710.385370
1685,1024,-21,0.100000,106785.014651
1686,1127,-20,0.100000,106856.304216
1687,1016,-21,0.100000,106925.555384
1688,1021,-21,0.100000,106993.089142
1689,1022,-21,0.100000,107065.486235
1690,1091,-21,0.100000,107139.239771
1691,1018,-21,0.100000,107212.575471
1692,1017,-21,0.100000,107278.675496
1693,1127,-21,0.100000,107346.850261
1694,1104,-21,0.100000,107416.897213
1695,1102,-21,0.100000,107487.722099
1696,1007,-21,0.100000,107550.627324
1697,1105,-21,0.100000,107624.074701
1698,1092,-21,0.100000,107689.186588
1699,1023,-21,0.100000,107744.833145
1700,1065,-21,0.100000,107803.440424
1701,1111,-21,0.100000,107870.301952
1702,1108,-21,0.100000,107943.249837
1703,1008,-21,0.100000,108006.483720
1704,1126,-20,0.100000,108071.079493
1705,1097,-21,0.100000,108145.948585
1706,1030,-21,0.100000,108218.873406
1707,1015,-21,0.100000,108283.255760
1708,1017,-21,0.100000,108348.041519
1709,1013,-21,0.100000,108417.530319
1710,1105,-21,0.100000,108497.392306
1711,1108,-21,0.100000,108569.884988
1712,1027,-21,0.100000,108641.099592
1713,1104,-21,0.100000,108717.706830
1714,1031,-21,0.100000,108786.703244
1715,1101,-21,0.100000,108855.897335
1716,1011,-21,0.100000,108923.486362
1717,1103,-21,0.100000,109008.969239
1718,1014,-21,0.100000,109078.833777
1719,1022,-21,0.100000,109143.582371
1720,1122,-20,0.100000,109215.285389
1721,1013,-21,0.100000,109275.355232
1722,1016,-21,0.100000,109345.935899
1723,1121,-20,0.100000,109416.565676
1724,1022,-21,0.100000,109482.082072
1725,1028,-21,0.100000,109542.850344
1726,1032,-21,0.100000,109602.853196
1727,1021,-21,0.100000,109661.436421
1728,1013,-21,0.100000,109725.764795
1729,1096,-21,0.100000,109794.079671
1730,1097,-21,0.100000,109867.389770
1731,1091,-21,0.100000,109937.888134
1732,1022,-21,0.100000,110006.163634
1733,1013,-21,0.100000,110080.595986
1734,1020,-21,0.100000,110137.427928
1735,1023,-21,0.100000,110199.313158
1736,1020,-21,0.100000,110264.559975
1737,1099,-21,0.100000,110333.195544
1738,1058,-21,0.100000,110400.929407
1739,1016,-21,0.100000,110460.447073
1740,1023,-21,0.100000,110520.331714
1741,1008,-21,0.100000,110584.730220
1742,1024,-21,0.100000,110643.794465
1743,1083,-21,0.100000,110718.920605
1744,1012,-21,0.100000,110783.956200
1745,1085,-21,0.100000,110846.135633
1746,1032,-21,0.100000,110907.276297
1747,1030,-21,0.100000,110981.367465
1748,1013,-21,0.100000,111054.182947
1749,1111,-21,0.100000,111131.210060
1750,1014,-21,0.100000,111199.800492
1751,1117,-20,0.100000,111278.776483
1752,1022,-21,0.100000,111344.356915
1753,1007,-21,0.100000,111416.301371
1754,1030,-21,0.100000,111490.250834
1755,1016,-21,0.100000,111555.048202
1756,1019,-21,0.100000,111625.984363
1757,1083,-21,0.100000,111704.727080
1758,1098,-21,0.100000,111774.437736
1759,1041,-21,0.100000,111838.246612
1760,1031,-21,0.100000,111900.125067
1761,1021,-21,0.100000,111968.807525
1762,1109,-21,0.100000,112045.379221
1763,1026,-21,0.100000,112113.230530
1764,1108,-21,0.100000,112187.390539
1765,1022,-21,0.100000,112254.776033
1766,1017,-21,0.100000,112321.788502
1767,1098,-21,0.100000,112391.738280
1768,1026,-21,0.100000,112458.289115
1769,1104,-21,0.100000,112531.284734
1770,1008,-21,0.100000,112596.943441
1771,1029,-21,0.100000,112661.791233
1772,1012,-21,0.100000,112728.773612
1773,1016,-21,0.100000,112795.787737
1774,1107,-21,0.100000,112867.281932
1775,1011,-21,0.100000,112934.061101
1776,1026,-21,0.100000,112989.540358
1777,1107,-21,0.100000,113050.128378
1778,1024,-21,0.100000,113118.340450
1779,1025,-21,0.100000,113188.738898
1780,1097,-21,0.100000,113260.367545
1781,1015,-21,0.100000,113328.057172
1782,1098,-21,0.100000,113400.711056
1783,1024,-21,0.100000,113470.516187
1784,1105,-21,0.100000,113548.444881
1785,1019,-21,0.100000,113623.634425
1786,1033,-21,0.100000,113693.573266
1787,1034,-21,0.100000,113760.867174
1788,1101,-21,0.100000,113833.246492
1789,1014,-21,0.100000,113904.446394
1790,1109,-21,0.100000,113973.094595
1791,1016,-21,0.100000,114040.899066
1792,1006,-21,0.100000,114107.809536
1793,1105,-21,0.100000,114173.083527
1794,1193,-21,0.100000,114244.630689
1795,1105,-21,0.100000,114305.221134
1796,1087,-21,0.100000,114377.205055
1797,1101,-21,0.100000,114447.276640
1798,1093,-21,0.100000,114511.457758
1799,1098,-21,0.100000,114579.159301
1800,1092,-21,0.100000,114660.948313
1801,1183,-21,0.100000,114749.508701
1802,1026,-21,0.100000,114817.270329
1803,1018,-21,0.100000,114885.821751
1804,1106,-21,0.100000,114961.704549
1805,1096,-21,0.100000,115041.781275
1806,1033,-21,0.100000,115104.015378
1807,1002,-21,0.100000,115179.323959
1808,1129,-20,0.100000,115257.985189
1809,1009,-21,0.100000,115324.676063
1810,1089,-21,0.100000,115398.005128
1811,1098,-21,0.100000,115472.332345
1812,1094,-21,0.100000,115550.343591
1813,1119,-20,0.100000,115637.610462
1814,1113,-20,0.100000,115720.127173
1815,1088,-21,0.100000,115795.403646
1816,1102,-21,0.100000,115869.299085
1817,1016,-21,0.100000,115946.068413
1818,1041,-21,0.100000,116015.395585
1819,1010,-21,0.100000,116081.074165
1820,1020,-21,0.100000,116151.067710
1821,1018,-21,0.100000,116216.689223
1822,1013,-21,0.100000,116280.119508
1823,1094,-21,0.100000,116350.017623
1824,1111,-21,0.100000,116421.169020
1825,1024,-21,0.100000,116488.342196
1826,1023,-21,0.100000,116568.674521
1827,1089,-21,0.100000,116650.505272
1828,1026,-21,0.100000,116723.430923
1829,1113,-21,0.100000,116801.382879
1830,1098,-21,0.100000,116881.922033
1831,1026,-21,0.100000,116948.794110
1832,1081,-21,0.100000,117019.155106
1833,1102,-21,0.100000,117090.387143
1834,1010,-21,0.100000,117160.215675
1835,1026,-21,0.100000,117225.548311
1836,1011,-21,0.100000,117294.189763
1837,1032,-21,0.100000,117364.706489
1838,1114,-20,0.100000,117441.404250
1839,1021,-21,0.100000,117513.836671
1840,1099,-21,0.100000,117589.528150
1841,1128,-20,0.100000,117667.880930
1842,1021,-21,0.100000,117740.504115
1843,1094,-21,0.100000,117815.091934
1844,1094,-21,0.100000,117886.198804
1845,1097,-21,0.100000,117952.632195
1846,1008,-21,0.100000,118020.113174
1847,1035,-21,0.100000,118082.555301
1848,1008,-21,0.100000,118148.260573
1849,1008,-21,0.100000,118221.081275
1850,1142,-21,0.100000,118303.163940
1851,1028,-21,0.100000,118367.924304
1852,1026,-21,0.100000,118426.668756
1853,1095,-21,0.100000,118500.992494
1854,1019,-21,0.100000,118565.049394
1855,1096,-21,0.100000,118643.722300
1856,1026,-21,0.100000,118715.777266
1857,1103,-21,0.100000,118778.858424
1858,1007,-21,0.100000,118843.972832
1859,1022,-21,0.100000,118917.067603
1860,1091,-21,0.100000,118980.922595
1861,1030,-21,0.100000,119050.096180
1862,1112,-21,0.100000,119111.780800
1863,1030,-21,0.100000,119180.760081
1864,1103,-21,0.100000,119254.994082
1865,1013,-21,0.100000,119308.750094
1866,1091,-21,0.100000,119381.125971
1867,1102,-21,0.100000,119451.058374
1868,1105,-21,0.100000,119522.206321
1869,1105,-21,0.100000,119593.349464
1870,1091,-21,0.100000,119660.410014
1871,1015,-21,0.100000,119715.747887
1872,1007,-21,0.100000,119780.208173
1873,1018,-21,0.100000,119828.184365
1874,1116,-21,0.100000,119886.923234
1875,1095,-21,0.100000,119952.202250
1876,1118,-20,0.100000,120020.167143
1877,1143,-21,0.100000,120091.678287
1878,1101,-21,0.100000,120155.885148
1879,1015,-21,0.100000,120225.584625
1880,1014,-21,0.100000,120298.033344
1881,1157,-21,0.100000,120377.450562
1882,1093,-21,0.100000,120454.517628
1883,1013,-21,0.100000,120520.375352
1884,1105,-21,0.100000,120595.054917
1885,1008,-21,0.100000,120665.171687
1886,1123,-20,0.100000,120742.802542
1887,1123,-20,0.100000,120816.627740
1888,1177,-21,0.100000,120891.930522
1889,1097,-21,0.100000,120961.380574
1890,1104,-21,0.100000,121034.318852
1891,1012,-21,0.100000,121106.308510
1892,1010,-21,0.100000,121177.207656
1893,1039,-21,0.100000,121254.324059
1894,1128,-20,0.100000,121331.640133
1895,1090,-21,0.100000,121415.398525
1896,1023,-21,0.100000,121488.188044
1897,1092,-21,0.100000,121566.294979
1898,1018,-21,0.100000,121624.069258
1899,1091,-21,0.100000,121682.185352
1900,1003,-21,0.100000,121741.969718
1901,1029,-21,0.100000,121816.033611
1902,1019,-21,0.100000,121881.840366
1903,1091,-21,0.100000,121964.737399
1904,1107,-21,0.100000,122040.733242
1905,1016,-21,0.100000,122108.048106
1906,1019,-21,0.100000,122177.155108
1907,1016,-21,0.100000,122257.975143
1908,1019,-21,0.100000,122334.608488
1909,1091,-21,0.100000,122408.889931
1910,1022,-21,0.100000,122476.106528
1911,1100,-21,0.100000,122541.161298
1912,1090,-21,0.100000,122615.380367
1913,1103,-21,0.100000,122688.100861
1914,1025,-21,0.100000,122750.807864
1915,1013,-21,0.100000,122812.992213
1916,1018,-21,0.100000,122882.762241
1917,1018,-21,0.100000,122953.585096
1918,1112,-20,0.100000,123019.902530
1919,1012,-21,0.100000,123090.303776
1920,1022,-21,0.100000,123152.964875
1921,1066,-21,0.100000,123223.189935
1922,1124,-21,0.100000,123290.887463
1923,1017,-21,0.100000,123354.442130
1924,1100,-21,0.100000,123435.567767
1925,1093,-21,0.100000,123514.806102
1926,1022,-21,0.100000,123580.748357
1927,1014,-21,0.100000,123646.700780
1928,1026,-21,0.100000,123709.633121
1929,1014,-21,0.100000,123775.153097
1930,1099,-21,0.100000,123852.280517
1931,1122,-20,0.100000,123924.404473
1932,1018,-21,0.100000,123992.142616
1933,1088,-21,0.100000,124074.435234
1934,1104,-21,0.100000,124151.984801
1935,1103,-21,0.100000,124225.606744
1936,1013,-21,0.100000,124292.314817
1937,1100,-21,0.100000,124366.145742
1938,1103,-21,0.100000,124439.233243
1939,1108,-21,0.100000,124514.474805
1940,1104,-21,0.100000,124580.940046
1941,1023,-21,0.100000,124647.573807
1942,1025,-21,0.100000,124711.100579
1943,1014,-21,0.100000,124786.766076
1944,1027,-21,0.100000,124859.750637
1945,1097,-21,0.100000,124936.043125
1946,1104,-21,0.100000,125017.708043
1947,1098,-21,0.100000,125088.646787
1948,1018,-21,0.100000,125157.063196
1949,1115,-20,0.100000,125236.554514
1950,1183,-21,0.100000,125320.866536
1951,1018,-21,0.100000,125391.852239
1952,1011,-21,0.100000,125453.698971
1953,1017,-21,0.100000,125506.930252
1954,1097,-21,0.100000,125575.934032
1955,1130,-20,0.100000,125645.669199
1956,1089,-21,0.100000,125713.448700
1957,1025,-21,0.100000,125785.015884
1958,1109,-21,0.100000,125860.579754
1959,1010,-21,0.100000,125925.559382
1960,1089,-21,0.100000,126000.494126
1961,1023,-21,0.100000,126066.027658
1962,1027,-21,0.100000,126132.252444
1963,1096,-21,0.100000,126205.188954
1964,1107,-21,0.100000,126272.268677
1965,1111,-21,0.100000,126343.337327
1966,1101,-21,0.100000,126415.938084
1967,1098,-21,0.100000,126491.366537
1968,1115,-21,0.100000,126555.432936
1969,1092,-21,0.100000,126627.161333
1970,1010,-21,0.100000,126692.404104
1971,1220,-21,0.100000,126769.322160
1972,1016,-21,0.100000,126841.147892
1973,1010,-21,0.100000,126908.312343
1974,1099,-21,0.100000,126979.279871
1975,1043,-21,0.100000,127052.699909
1976,1028,-21,0.100000,127123.597728
1977,1103,-21,0.100000,127202.667526
1978,1090,-21,0.100000,127277.804938
1979,1006,-21,0.100000,127350.708355
1980,1026,-21,0.100000,127426.383725
1981,1089,-21,0.100000,127499.530648
1982,1023,-21,0.100000,127567.370220
1983,1025,-21,0.100000,127631.322691
1984,1023,-21,0.100000,127693.333585
1985,1013,-21,0.100000,127753.839169
1986,1006,-21,0.100000,127816.304929
1987,1004,-21,0.100000,127887.611255
1988,1106,-21,0.100000,127967.645794
1989,1019,-21,0.100000,128031.069734
1990,1013,-21,0.100000,128096.443706
1991,1092,-21,0.100000,128163.884814
1992,1032,-21,0.100000,128233.566329
1993,1012,-21,0.100000,128306.760933
1994,1101,-21,0.100000,128379.159624
1995,1020,-21,0.100000,128444.992305
1996,1099,-21,0.100000,128521.794944
1997,1010,-21,0.100000,128593.507250
1998,1044,-21,0.100000,128656.844837
1999,1026,-21,0.100000,128733.929377
2000,1096,-21,0.100000,128803.795092
2001,1033,-21,0.100000,128874.346375
2002,1016,-21,0.100000,128934.914394
2003,1027,-21,0.100000,129011.942206
2004,1078,-21,0.100000,129085.351038
2005,994,-21,0.100000,129149.478717
2006,1072,-21,0.100000,129227.280107
2007,1106,-21,0.100000,129309.658137
2008,1018,-21,0.100000,129373.868983
2009,1008,-21,0.100000,129437.797747
2010,1011,-21,0.100000,129508.759285
2011,1026,-21,0.100000,129580.307555
2012,1118,-21,0.100000,129650.029675
2013,1108,-21,0.100000,129706.674225
2014,1063,-21,0.100000,129777.383330
2015,1093,-21,0.100000,129844.793505
2016,1092,-21,0.100000,129913.412268
2017,1185,-21,0.100000,129985.842346
2018,1100,-21,0.100000,130054.789203
2019,992,-21,0.100000,130114.848405
2020,1091,-21,0.100000,130193.697101
2021,1065,-21,0.100000,130263.476066
2022,1018,-21,0.100000,130331.976945
2023,1023,-21,0.100000,130401.937271
2024,1109,-21,0.100000,130470.461513
2025,1112,-21,0.100000,130533.653468
2026,1036,-21,0.100000,130598.097334
2027,1092,-21,0.100000,130662.477676
2028,1104,-21,0.100000,130745.029135
2029,1057,-21,0.100000,130821.671217
2030,1116,-21,0.100000,130901.468926
2031,1097,-21,0.100000,130972.512181
2032,1005,-21,0.100000,131035.377533
2033,1093,-21,0.100000,131106.175216
2034,1013,-21,0.100000,131166.430454
2035,1024,-21,0.100000,131238.737140
2036,1021,-21,0.100000,131318.062748
2037,1185,-21,0.100000,131399.610154
2038,1019,-21,0.100000,131455.881421
2039,1022,-21,0.100000,131522.636595
2040,1014,-21,0.100000,131591.889025
2041,1104,-21,0.100000,131669.578933
2042,1013,-21,0.100000,131737.079089
2043,1119,-21,0.100000,131809.247875
2044,1115,-20,0.100000,131885.658284
2045,1109,-21,0.100000,131966.692989
2046,1106,-21,0.100000,132043.344371
2047,1037,-21,0.100000,132116.051430
2048,1031,-21,0.100000,132191.179527
2049,1104,-21,0.100000,132260.364795
2050,1033,-21,0.100000,132330.673220
2051,1030,-21,0.100000,132401.499218
2052,1024,-21,0.100000,132473.587568
2053,1096,-21,0.100000,132547.267209
2054,1027,-21,0.100000,132626.657856
2055,1020,-21,0.100000,132698.992928
2056,1098,-21,0.100000,132773.420269
2057,1027,-21,0.100000,132839.626503
2058,1105,-21,0.100000,132917.250656
2059,1017,-21,0.100000,132992.258260
2060,1108,-21,0.100000,133068.795818
2061,1092,-21,0.100000,133144.341231
2062,1009,-21,0.100000,133211.734416
2063,1094,-21,0.100000,133285.243596
2064,1014,-21,0.100000,133355.482223
2065,1103,-21,0.100000,133436.869178
2066,1011,-21,0.100000,133511.909323
2067,1111,-21,0.100000,133583.949127
2068,1029,-21,0.100000,133648.904694
2069,1104,-21,0.100000,133715.832317
2070,1014,-21,0.100000,133788.551803
2071,1015,-21,0.100000,133859.816290
2072,1098,-21,0.100000,133930.595082
2073,1028,-21,0.100000,133999.935086
2074,1107,-21,0.100000,134067.603683
2075,1003,-21,0.100000,134138.276838
2076,1102,-21,0.100000,134217.890674
2077,1091,-21,0.100000,134296.434406
2078,1045,-21,0.100000,134369.534255
2079,1007,-21,0.100000,134434.208562
2080,1019,-21,0.100000,134496.815963
2081,1086,-21,0.100000,134569.967165
2082,1022,-21,0.100000,134634.353082
2083,1041,-21,0.100000,134706.499346
2084,1020,-21,0.100000,134778.172305
2085,1011,-21,0.100000,134836.758282
2086,1103,-21,0.100000,134908.088643
2087,1018,-21,0.100000,134987.508368
2088,1091,-21,0.100000,135057.639552
2089,1018,-21,0.100000,135127.473124
2090,1027,-21,0.100000,135193.932754
2091,1025,-21,0.100000,135267.609220
2092,1120,-21,0.100000,135338.707514
2093,1023,-21,0.100000,135408.237325
2094,1215,-20,0.100000,135480.385269
2095,1107,-21,0.100000,135538.123973
2096,1004,-21,0.100000,135590.141986
2097,1087,-21,0.100000,135651.441237
2098,1017,-21,0.100000,135725.178268
2099,1087,-21,0.100000,135804.678052
2100,1178,-21,0.100000,135886.017817
2101,1109,-21,0.100000,135961.088302
2102,1028,-21,0.100000,136033.315242
2103,1027,-21,0.100000,136096.309949
2104,1105,-21,0.100000,136172.864708
2105,1100,-21,0.100000,136244.831969
2106,1011,-21,0.100000,136315.212324
2107,1010,-21,0.100000,136387.351589
2108,1015,-21,0.100000,136458.723988
2109,1103,-21,0.100000,136535.536428
2110,1013,-21,0.100000,136603.103811
2111,1108,-21,0.100000,136679.907795
2112,1011,-21,0.100000,136740.083727
2113,1063,-21,0.100000,136809.585391
2114,1021,-21,0.100000,136883.196500
2115,1023,-21,0.100000,136946.435840
2116,1092,-21,0.100000,137018.615195
2117,1051,-21,0.100000,137091.664697
2118,1096,-21,0.100000,137162.547667
2119,1111,-21,0.100000,137230.060363
2120,1007,-21,0.100000,137292.734909
2121,1028,-21,0.100000,137356.971061
2122,1018,-21,0.100000,137427.722821
2123,1093,-21,0.100000,137510.444793
2124,1104,-21,0.100000,137588.438237
2125,1091,-21,0.100000,137672.729867
2126,1087,-21,0.100000,137752.543427
2127,1181,-21,0.100000,137833.871058
2128,1094,-21,0.100000,137909.667604
2129,1025,-21,0.100000,137980.270558
2130,1025,-21,0.100000,138052.568459
2131,1119,-21,0.100000,138132.102359
2132,1099,-21,0.100000,138206.385260
2133,1013,-21,0.100000,138276.169446
2134,1016,-21,0.100000,138348.625308
2135,1019,-21,0.100000,138414.899647
2136,1033,-21,0.100000,138474.828055
2137,1017,-21,0.100000,138533.778538
2138,1096,-21,0.100000,138609.009203
2139,1015,-21,0.100000,138675.617746
2140,1007,-21,0.100000,138737.400519
2141,1019,-21,0.100000,138800.809110
2142,1144,-20,0.100000,138875.354079
2143,1033,-21,0.100000,138947.061055
2144,1004,-21,0.100000,139008.537945
2145,1021,-21,0.100000,139075.154110
2146,1101,-21,0.100000,139149.014938
2147,1013,-21,0.100000,139213.523766
2148,1015,-21,0.100000,139282.056281
2149,1020,-21,0.100000,139354.867870
2150,1100,-21,0.100000,139437.128824
2151,1098,-21,0.100000,139519.200132
2152,1096,-21,0.100000,139587.296385
2153,1095,-21,0.100000,139660.739480
2154,1013,-21,0.100000,139733.212970
2155,1102,-21,0.100000,139809.402056
2156,1099,-21,0.100000,139882.047684
2157,1014,-21,0.100000,139945.580705
2158,1096,-21,0.100000,140020.563227
2159,1097,-21,0.100000,140095.031179
2160,1104,-21,0.100000,140167.468492
2161,1011,-21,0.100000,140235.240817
2162,1017,-21,0.100000,140299.750483
2163,1031,-21,0.100000,140371.336676
2164,1025,-21,0.100000,140445.098751
2165,1024,-21,0.100000,140510.714433
2166,1119,-20,0.100000,140587.257326
2167,1017,-21,0.100000,140642.338350
2168,1030,-21,0.100000,140705.931767
2169,1012,-21,0.100000,140774.879698
2170,1085,-21,0.100000,140841.291275
2171,1012,-21,0.100000,140897.715346
2172,1023,-21,0.100000,140959.637799
2173,1014,-21,0.100000,141025.189153
2174,1099,-21,0.100000,141095.501840
2175,1020,-21,0.100000,141166.982496
2176,1016,-21,0.100000,141223.438944
2177,1102,-21,0.100000,141295.639913
2178,1011,-21,0.100000,141368.218794
2179,1135,-20,0.100000,141444.358472
2180,1020,-21,0.100000,141516.037141
2181,1130,-20,0.100000,141591.446440
2182,1022,-21,0.100000,141660.548653
2183,1117,-21,0.100000,141738.212390
2184,1082,-21,0.100000,141809.824260
2185,1111,-21,0.100000,141883.089896
2186,1015,-21,0.100000,141940.041555
2187,1033,-21,0.100000,142009.460377
2188,1031,-21,0.100000,142075.417793
2189,1023,-21,0.100000,142149.200006
2190,1102,-21,0.100000,142217.080558
2191,1007,-21,0.100000,142283.527574
2192,1140,-21,0.100000,142361.739786
2193,1033,-21,0.100000,142430.688862
2194,1118,-21,0.100000,142513.381027
2195,1113,-21,0.100000,142589.107813
2196,1031,-21,0.100000,142654.592606
2197,1015,-21,0.100000,142726.903705
2198,1061,-21,0.100000,142797.584797
2199,1008,-21,0.100000,142861.675709
