episode,num_iters,loss,sum_rewards,curr_eps,debug_param,time
384,1115,0.011810,-20,0.535532,5657068,75827.583885
385,1120,0.012689,-21,0.534423,5669964,76008.537061
386,1284,0.012855,-21,0.533152,5686166,76230.917248
387,1186,0.013414,-21,0.531977,5700595,76420.437899
388,1352,0.012768,-21,0.530639,5716920,76644.734973
389,1066,0.009856,-21,0.529584,5729726,76819.888145
390,1197,0.015081,-21,0.528399,5743912,77009.877932
391,1090,0.011405,-21,0.527320,5757098,77190.256406
392,1020,0.012313,-21,0.526310,5767836,77337.176026
393,1013,0.008779,-21,0.525307,5779988,77497.123183
394,1088,0.010863,-21,0.524230,5793612,77679.527823
395,1180,0.012242,-21,0.523062,5806791,77857.397621
396,1018,0.013599,-21,0.522054,5818713,78018.457526
397,1060,0.010865,-21,0.521004,5831294,78182.360596
398,1018,0.010049,-21,0.519997,5843054,78341.546086
399,1114,0.012506,-21,0.518894,5856239,78520.200632
400,1021,0.009576,-21,0.517883,5868772,78689.348739
401,1144,0.011584,-20,0.516750,5882355,78871.759988
402,1294,0.013185,-19,0.515469,5898224,79082.925526
403,1110,0.009148,-21,0.514370,5913111,79284.697494
404,1462,0.011760,-21,0.512923,5931168,79529.051354
405,1249,0.012219,-20,0.511686,5945454,79721.008645
406,1176,0.012439,-21,0.510522,5959118,79900.943842
407,1023,0.011402,-21,0.509509,5971301,80067.873570
408,1199,0.012796,-21,0.508322,5984633,80252.066990
409,1183,0.012558,-21,0.507151,5997857,80434.087979
410,1290,0.013163,-20,0.505874,6013331,80637.084610
411,1172,0.009876,-21,0.504714,6028193,80833.624919
412,1023,0.012485,-21,0.503701,6040965,81008.329088
413,1065,0.009230,-21,0.502647,6052776,81168.370056
414,1003,0.010215,-21,0.501654,6064745,81327.797071
415,1151,0.009005,-20,0.500514,6079219,81523.101981
416,1032,0.010498,-21,0.499493,6091488,81690.040193
417,1020,0.011190,-21,0.498483,6103750,81852.626597
418,1047,0.011452,-21,0.497446,6117110,82034.999625
419,1215,0.013435,-20,0.496243,6131487,82230.169640
420,1094,0.011669,-21,0.495160,6145363,82419.326864
421,1100,0.013014,-21,0.494071,6158159,82593.016870
422,1558,0.013097,-19,0.492529,6175101,82822.032141
423,1068,0.011619,-21,0.491472,6188219,82998.968066
424,1268,0.014303,-20,0.490216,6201917,83186.425077
425,1110,0.011186,-20,0.489117,6215503,83365.211646
426,1012,0.010316,-21,0.488116,6227453,83527.325094
427,1110,0.013207,-20,0.487017,6240376,83699.047093
428,1356,0.012950,-20,0.485674,6259219,83948.534608
429,1205,0.010388,-21,0.484481,6274728,84158.261631
430,1206,0.010833,-20,0.483287,6288923,84345.081623
431,1007,0.010520,-21,0.482290,6301727,84513.787553
432,1013,0.010971,-21,0.481288,6312682,84660.173912
433,1089,0.012865,-21,0.480209,6325065,84829.486279
434,1017,0.008693,-21,0.479203,6337757,85004.338624
435,1021,0.011523,-21,0.478192,6351314,85187.411536
436,1109,0.012188,-20,0.477094,6364504,85365.586002
437,1062,0.011530,-21,0.476042,6376190,85522.258311
438,1184,0.010250,-21,0.474870,6389807,85707.067696
439,1115,0.011564,-21,0.473766,6404653,85905.127822
440,1136,0.012312,-21,0.472642,6417838,86079.087198
441,1183,0.009395,-21,0.471471,6431632,86264.312426
442,1126,0.013666,-21,0.470356,6444882,86444.758965
443,1167,0.012346,-20,0.469201,6458118,86625.393143
444,1018,0.008699,-21,0.468193,6470346,86793.272680
445,1175,0.012839,-21,0.467030,6484991,86991.468628
446,1059,0.012190,-21,0.465981,6497830,87167.026052
447,1083,0.013500,-21,0.464909,6509557,87321.262446
448,1055,0.009950,-21,0.463865,6521594,87481.805816
449,1072,0.008628,-21,0.462803,6533274,87643.828967
450,1212,0.013375,-20,0.461603,6546695,87824.287654
451,1118,0.012670,-21,0.460497,6558561,87980.445672
452,1059,0.011484,-21,0.459448,6570696,88143.275597
453,1023,0.011214,-21,0.458435,6583899,88325.792867
454,1328,0.012084,-20,0.457121,6597423,88505.087441
455,1350,0.009998,-20,0.455784,6612725,88707.241451
456,1512,0.012910,-19,0.454287,6631402,88958.283018
457,1253,0.012234,-21,0.453047,6646596,89160.249639
458,1020,0.010135,-21,0.452037,6659483,89332.833079
459,1159,0.013818,-20,0.450890,6674489,89533.237942
460,1114,0.011678,-21,0.449787,6688613,89718.666466
461,1043,0.009618,-21,0.448754,6702443,89904.602824
462,1140,0.012267,-20,0.447626,6717254,90104.825497
463,1200,0.010446,-20,0.446438,6731277,90292.873279
464,1026,0.012459,-21,0.445422,6742338,90440.663467
465,1211,0.012427,-20,0.444223,6756879,90635.963104
466,1010,0.009777,-21,0.443223,6768538,90796.046302
467,1086,0.009503,-21,0.442148,6782272,90980.292438
468,1382,0.012551,-20,0.440780,6799185,91209.948965
469,1209,0.012068,-21,0.439583,6812793,91388.562406
470,1219,0.011024,-20,0.438376,6827894,91590.349722
471,1302,0.014737,-20,0.437087,6841561,91770.491380
472,1061,0.012472,-21,0.436037,6855041,91955.488857
473,1014,0.012314,-21,0.435033,6866948,92120.957044
474,1272,0.011142,-21,0.433773,6882363,92334.626195
475,1116,0.012509,-21,0.432669,6894823,92501.058521
476,1401,0.012962,-19,0.431282,6909740,92698.445976
477,1131,0.013965,-21,0.430162,6921745,92862.134254
478,1014,0.010386,-21,0.429158,6933749,93025.743996
479,1176,0.013052,-21,0.427994,6948660,93227.504596
480,1242,0.012293,-20,0.426764,6962859,93417.335331
481,1122,0.008937,-20,0.425653,6975646,93589.275215
482,1103,0.014483,-20,0.424562,6988119,93757.225245
483,1040,0.013194,-21,0.423532,6999538,93906.065729
484,1187,0.011877,-21,0.422357,7014814,94111.349627
485,1106,0.013514,-21,0.421262,7027939,94291.291822
486,1011,0.009775,-21,0.420261,7039384,94445.330432
487,1240,0.012922,-20,0.419033,7054657,94651.047411
488,1371,0.012641,-20,0.417676,7070119,94864.571085
489,1016,0.008918,-21,0.416670,7082174,95028.014546
490,1222,0.012009,-20,0.415460,7096845,95227.076388
491,1066,0.015815,-21,0.414405,7109975,95404.967457
492,1184,0.010687,-21,0.413233,7125036,95607.792711
493,1095,0.009052,-21,0.412149,7138529,95794.912914
494,1100,0.013115,-21,0.411060,7151200,95969.269270
495,1165,0.009835,-21,0.409907,7165776,96164.507043
496,1097,0.010927,-21,0.408821,7177801,96327.925936
497,1342,0.012397,-19,0.407492,7193405,96534.581754
