episode,num_iters,loss,sum_rewards,curr_eps,len_experience,time
238,1708,0.008512,-20,0.716936,314516,226436.516041
239,1967,0.008302,-17,0.715166,316483,230085.237225
240,1445,0.007991,-20,0.713866,317928,232784.820740
241,1452,0.008287,-18,0.712559,319380,235494.347440
242,1459,0.008007,-21,0.711246,320839,238252.713504
243,1735,0.008329,-20,0.709684,322574,241534.184806
244,1628,0.008414,-19,0.708219,324202,244641.220247
245,1528,0.008731,-19,0.706844,325730,247563.294657
246,1517,0.008167,-19,0.705479,327247,250503.828259
247,1981,0.008230,-18,0.703696,329228,254329.773094
248,1940,0.008597,-18,0.701950,331168,258171.330593
249,1641,0.008654,-19,0.700473,332809,261491.159916
250,2144,0.008449,-15,0.698543,334953,265804.697861
251,1251,0.008411,-20,0.697417,336204,268321.683458
252,1261,0.008749,-21,0.696282,337465,270893.857397
253,1264,0.008477,-20,0.695145,338729,273479.886675
254,1624,0.008512,-18,0.693683,340353,276751.469961
255,1366,0.008510,-21,0.692454,341719,279599.461228
256,1494,0.008900,-19,0.691109,343213,282734.628146
257,1837,0.008845,-18,0.689456,345050,286545.492799
258,2066,0.008215,-18,0.687596,347116,290922.895079
259,1595,0.008411,-19,0.686161,348711,294305.434777
260,1746,0.008102,-16,0.684590,350457,298077.309814
261,1837,0.008448,-17,0.682936,352294,302074.104235
262,1353,0.008215,-19,0.681719,353647,304942.824580
263,1557,0.008050,-20,0.680317,355204,308370.273429
264,1689,0.008507,-20,0.678797,356893,312113.773562
265,1625,0.008201,-20,0.677335,358518,315774.239692
266,1596,0.008208,-19,0.675898,360114,319304.303857
267,1636,0.008560,-19,0.674426,361750,323013.861547
268,1776,0.008527,-20,0.672827,363526,326992.577941
269,1398,0.008308,-19,0.671569,364924,330160.500410
270,1567,0.008123,-21,0.670159,366491,333736.538383
271,1312,0.008146,-20,0.668978,367803,336719.984703
272,1946,0.007855,-18,0.667227,369749,341281.565834
273,1762,0.008071,-19,0.665641,371511,345397.516378
274,1548,0.008471,-19,0.664248,373059,348947.558940
275,1658,0.008001,-19,0.662756,374717,352853.520446
276,1827,0.008344,-18,0.661111,376544,357194.082562
277,1427,0.008351,-19,0.659827,377971,360669.395168
278,1570,0.008279,-19,0.658414,379541,364392.206608
279,1720,0.008364,-19,0.656866,381261,368587.815199
280,1666,0.008551,-20,0.655367,382927,372653.168289
281,1476,0.008259,-20,0.654038,384403,376315.502448
282,1427,0.008400,-20,0.652754,385830,379847.009097
283,1623,0.008576,-20,0.651293,387453,384068.382290
284,1492,0.007974,-20,0.649950,388945,388228.564674
285,1503,0.008078,-21,0.648598,390448,392454.164789
286,1595,0.008165,-19,0.647162,392043,396951.579326
287,2025,0.008107,-18,0.645340,394068,402357.167381
288,1403,0.008747,-20,0.644077,395471,406146.290251
289,1951,0.008297,-19,0.642321,397422,411405.219071
290,1815,0.008281,-20,0.640688,399237,416438.637015
291,1733,0.008480,-21,0.639128,400970,421240.532990
292,2093,0.008583,-19,0.637244,403063,426995.976140
293,2025,0.008055,-19,0.635422,405088,432595.163712
294,1371,0.008473,-20,0.634188,406459,436392.874017
295,1515,0.007992,-19,0.632824,407974,440613.860871
296,1950,0.008237,-16,0.631069,409924,445327.404538
297,1882,0.008165,-17,0.629375,411806,449870.241635
298,1562,0.008769,-20,0.627970,413368,453703.818273
299,1642,0.008301,-19,0.626492,415010,457900.499236
300,1766,0.008283,-20,0.624902,416776,462267.682955
301,1829,0.007891,-19,0.623256,418605,466995.392975
302,1432,0.007967,-19,0.621968,420037,470702.729848
303,1959,0.008484,-19,0.620205,421996,475567.936482
304,1912,0.008607,-20,0.618484,423908,479990.889052
305,1801,0.007980,-20,0.616863,425709,484198.261799
306,1943,0.008208,-18,0.615114,427652,488753.915276
307,2120,0.008288,-17,0.613206,429772,493762.649591
308,1614,0.008685,-20,0.611753,431386,497623.381112
309,1857,0.008301,-21,0.610082,433243,501995.543185
310,1622,0.008145,-19,0.608622,434865,505794.706557
311,1467,0.007910,-19,0.607302,436332,509244.586537
312,1647,0.008230,-21,0.605820,437979,513187.647645
313,1764,0.008060,-18,0.604232,439743,517390.757871
314,2256,0.008397,-16,0.602202,441999,522838.620154
315,1553,0.008015,-20,0.600804,443552,526897.071856
316,1562,0.008172,-21,0.599398,445114,530750.001875
317,1745,0.007748,-19,0.597828,446859,535064.027334
318,1617,0.007827,-18,0.596372,448476,539066.602080
319,1604,0.008227,-21,0.594929,450080,543052.853181
320,1861,0.008425,-20,0.593254,451941,547754.605052
321,1732,0.008054,-18,0.591695,453673,552113.431939
322,1921,0.007815,-19,0.589966,455594,557012.001843
323,1729,0.007879,-20,0.588410,457323,561444.777543
324,1854,0.008014,-19,0.586742,459177,566215.866374
325,1968,0.007906,-18,0.584970,461145,571297.937929
326,2083,0.008164,-16,0.583096,463228,576720.051967
327,2154,0.008220,-19,0.581157,465382,582367.149923
328,2293,0.007906,-18,0.579093,467675,588411.599362
329,1573,0.007740,-20,0.577678,469248,592577.063313
330,2237,0.008241,-17,0.575664,471485,598506.598254
331,1600,0.008190,-18,0.574224,473085,602800.314950
332,1523,0.008018,-19,0.572854,474608,606911.042667
333,1669,0.007856,-20,0.571352,476277,611478.257230
334,1587,0.008209,-20,0.569923,477864,615820.167027
335,1660,0.008213,-19,0.568429,479524,620394.902372
336,1931,0.008176,-18,0.566691,481455,625726.968447
337,1816,0.008207,-19,0.565057,483271,630771.443627
338,1833,0.007958,-18,0.563407,485104,635954.062922
339,1833,0.007762,-17,0.561758,486937,641151.842166
340,2019,0.007993,-16,0.559940,488956,646919.797476
341,1795,0.008038,-18,0.558325,490751,651953.381394
342,2324,0.008180,-16,0.556233,493075,658699.956973
343,1773,0.007959,-18,0.554638,494848,663818.687916
344,1569,0.007958,-19,0.553226,496417,668616.837094
345,1560,0.007600,-18,0.551822,497977,673123.501848
346,2161,0.007845,-16,0.549877,500000,679483.704139
347,1951,0.008248,-18,0.548121,500000,685356.185167
348,2234,0.007606,-18,0.546110,500000,691995.681171
349,1675,0.007820,-20,0.544603,500000,697006.602981
350,2341,0.007983,-16,0.542496,500000,703982.462059
351,2067,0.007763,-17,0.540636,500000,710164.364232
352,1882,0.007875,-18,0.538942,500000,715780.012201
353,2079,0.007750,-18,0.537071,500000,721868.000849
354,1998,0.007544,-17,0.535272,500000,727720.189044
355,1718,0.007679,-19,0.533726,500000,732888.105923
356,2074,0.007697,-17,0.531860,500000,739106.649122
357,2012,0.008151,-16,0.530049,500000,745105.474559
358,1858,0.007819,-17,0.528377,500000,750610.454323
359,2079,0.008050,-18,0.526505,500000,756699.689620
360,2123,0.008088,-15,0.524595,500000,762994.681444
361,1708,0.007962,-19,0.523058,500000,768156.805705
362,1791,0.007606,-18,0.521446,500000,773420.826528
363,2198,0.007824,-18,0.519467,500000,780035.407792
364,2085,0.007607,-17,0.517591,500000,786253.822835
365,2041,0.007887,-17,0.515754,500000,792349.823930
