episode,num_iters,loss,sum_rewards,curr_eps,len_experience,time
130,2157,0.006750,-17,0.391566,350000,21916.305908
131,3022,0.006602,-15,0.390357,350000,22209.303538
132,1655,0.006407,-21,0.389695,350000,22369.901810
133,2535,0.006275,-18,0.388681,350000,22616.440532
134,2193,0.006190,-18,0.387804,350000,22829.204028
135,2266,0.006619,-17,0.386897,350000,23048.653449
136,2546,0.006426,-14,0.385879,350000,23296.821809
137,1950,0.006452,-19,0.385099,350000,23485.899690
138,2612,0.006867,-13,0.384054,350000,23738.826635
139,2492,0.006945,-18,0.383057,350000,23980.808791
140,2282,0.006441,-19,0.382144,350000,24202.277332
141,2797,0.006526,-13,0.381026,350000,24473.830061
142,2247,0.006524,-16,0.380127,350000,24691.625296
143,2759,0.006669,-17,0.379023,350000,24960.593304
144,1857,0.006427,-17,0.378280,350000,25142.239376
145,1999,0.007020,-18,0.377481,350000,25336.267603
146,1920,0.006538,-18,0.376713,350000,25522.717097
147,2029,0.006777,-17,0.375901,350000,25721.908738
148,1909,0.006582,-19,0.375138,350000,25907.234735
149,2387,0.006778,-17,0.374183,350000,26138.537038
150,2178,0.006828,-17,0.373312,350000,26352.350425
151,1666,0.006673,-20,0.372645,350000,26514.311184
152,2282,0.006628,-19,0.371732,350000,26736.311881
153,1610,0.006199,-19,0.371088,350000,26893.960037
154,2468,0.006804,-17,0.370101,350000,27133.659721
155,1906,0.006560,-19,0.369339,350000,27319.214435
156,1721,0.006380,-20,0.368650,350000,27486.748463
157,2296,0.006516,-19,0.367732,350000,27709.514504
158,2161,0.006901,-15,0.366868,350000,27919.453248
159,2644,0.006651,-14,0.365810,350000,28176.538053
160,1979,0.006745,-18,0.365018,350000,28371.536501
161,2143,0.006771,-19,0.364161,350000,28580.020656
162,2259,0.006942,-18,0.363258,350000,28801.434817
163,2494,0.006840,-14,0.362260,350000,29043.990012
164,2399,0.006843,-16,0.361300,350000,29276.962054
165,2779,0.006857,-15,0.360189,350000,29546.886753
166,1845,0.006878,-19,0.359451,350000,29725.782573
167,2670,0.006647,-19,0.358383,350000,29985.249623
168,1897,0.006709,-17,0.357624,350000,30169.040110
169,2256,0.006769,-19,0.356722,350000,30388.993810
170,2325,0.006892,-18,0.355792,350000,30618.636834
171,2185,0.006711,-18,0.354918,350000,30831.163276
172,2129,0.006700,-19,0.354066,350000,31037.251182
173,2018,0.006852,-18,0.353259,350000,31236.220717
174,1791,0.006613,-19,0.352542,350000,31413.956784
175,2127,0.006957,-18,0.351692,350000,31620.000591
176,2426,0.006503,-16,0.350721,350000,31854.649688
177,2477,0.006372,-14,0.349730,350000,32094.592288
178,2708,0.006684,-12,0.348647,350000,32358.071618
179,1953,0.006707,-18,0.347866,350000,32547.097113
180,2457,0.006545,-16,0.346883,350000,32785.284353
181,2058,0.006519,-17,0.346060,350000,32984.435199
182,2497,0.006470,-16,0.345061,350000,33225.975922
183,2682,0.006672,-17,0.343988,350000,33485.382454
184,2774,0.006554,-14,0.342879,350000,33753.632050
185,2723,0.006370,-14,0.341790,350000,34017.880191
186,2429,0.006190,-16,0.340818,350000,34254.353185
187,2107,0.006517,-17,0.339975,350000,34459.360014
188,2446,0.006680,-15,0.338997,350000,34696.248706
189,2183,0.006284,-17,0.338124,350000,34907.676302
190,2630,0.006343,-15,0.337072,350000,35162.289908
191,2878,0.006267,-15,0.335920,350000,35440.689355
192,2179,0.006482,-17,0.335049,350000,35651.442847
193,2004,0.006345,-18,0.334247,350000,35845.041871
194,1945,0.006490,-19,0.333469,350000,36034.032807
195,2453,0.006019,-16,0.332488,350000,36271.721268
196,2457,0.006408,-16,0.331505,350000,36509.717377
197,2663,0.006349,-14,0.330440,350000,36767.114451
198,2193,0.006593,-18,0.329563,350000,36979.487884
199,3281,0.006181,-13,0.328250,350000,37297.038841
200,2010,0.006495,-20,0.327446,350000,37491.936278
201,2171,0.006318,-16,0.326578,350000,37703.341646
202,2361,0.006562,-16,0.325634,350000,37932.230282
203,2478,0.006109,-13,0.324642,350000,38172.252009
204,3058,0.006231,-16,0.323419,350000,38468.154757
205,1860,0.006232,-20,0.322675,350000,38648.320657
206,2213,0.006201,-16,0.321790,350000,38862.587962
207,2384,0.006398,-16,0.320836,350000,39093.419448
208,2994,0.006713,-14,0.319639,350000,39384.425502
209,2899,0.006533,-15,0.318479,350000,39666.147694
210,2273,0.006326,-17,0.317570,350000,39886.400538
211,2727,0.006166,-14,0.316479,350000,40150.510149
212,2185,0.006266,-16,0.315605,350000,40362.054707
213,2090,0.006508,-18,0.314769,350000,40564.538542
214,2745,0.006508,-13,0.313671,350000,40830.318974
215,2049,0.006324,-16,0.312852,350000,41028.911904
216,1871,0.006415,-19,0.312103,350000,41210.087340
217,2265,0.006588,-15,0.311197,350000,41430.654179
218,2792,0.006197,-13,0.310080,350000,41700.919504
219,2929,0.005930,-14,0.308909,350000,41984.723112
220,2284,0.006134,-17,0.307995,350000,42206.130801
221,2430,0.006532,-16,0.307023,350000,42441.366994
222,2465,0.006087,-16,0.306037,350000,42680.503656
223,3044,0.006229,-15,0.304820,350000,42975.430289
224,2529,0.006197,-14,0.303808,350000,43221.607427
225,2669,0.006562,-17,0.302740,350000,43480.127102
226,2510,0.006324,-17,0.301736,350000,43723.398077
227,2312,0.006274,-17,0.300812,350000,43946.882310
228,2638,0.006201,-16,0.299756,350000,44202.561783
229,2249,0.006234,-18,0.298857,350000,44420.296066
230,2676,0.006406,-18,0.297786,350000,44679.896867
231,2920,0.006380,-13,0.296618,350000,44963.496109
232,2183,0.006416,-17,0.295745,350000,45175.020219
233,2513,0.006482,-15,0.294740,350000,45418.653663
234,3163,0.006296,-10,0.293475,350000,45725.136179
235,2714,0.006539,-15,0.292389,350000,45988.132864
236,2692,0.006319,-14,0.291312,350000,46248.797767
237,2193,0.006202,-16,0.290435,350000,46461.496343
238,2393,0.006219,-16,0.289478,350000,46694.441644
239,2803,0.006177,-13,0.288357,350000,46966.486721
240,2782,0.006382,-16,0.287244,350000,47235.225768
241,2304,0.006218,-18,0.286322,350000,47458.647912
242,2065,0.005968,-19,0.285496,350000,47658.951876
243,1869,0.006167,-19,0.284749,350000,47839.921372
244,2097,0.006386,-19,0.283910,350000,48043.201623
245,2500,0.006208,-18,0.282910,350000,48285.090660
246,2509,0.006338,-17,0.281906,350000,48529.136616
247,2228,0.006046,-17,0.281015,350000,48744.893795
248,1818,0.005768,-21,0.280288,350000,48921.727924
249,2143,0.005965,-17,0.279431,350000,49129.348155
250,2643,0.005856,-17,0.278374,350000,49385.415067
251,2117,0.005935,-18,0.277527,350000,49590.289879
252,2347,0.005757,-18,0.276588,350000,49818.033128
253,3036,0.006119,-14,0.275374,350000,50111.737256
254,2307,0.005731,-17,0.274451,350000,50336.427982
255,2318,0.006107,-15,0.273524,350000,50561.128985
256,2004,0.005801,-20,0.272722,350000,50755.543709
257,3145,0.005943,-13,0.271464,350000,51060.357427
258,3300,0.005785,-12,0.270144,350000,51380.109512
259,2740,0.005963,-14,0.269048,350000,51645.590042
260,2289,0.006010,-16,0.268132,350000,51867.339295
261,1809,0.006162,-21,0.267409,350000,52042.929534
262,2813,0.006207,-17,0.266284,350000,52316.560246
263,2241,0.006183,-17,0.265387,350000,52534.027435
264,2510,0.005991,-17,0.264383,350000,52777.581456
265,2056,0.006274,-18,0.263561,350000,52977.125893
266,2869,0.006131,-14,0.262413,350000,53255.410405
267,2532,0.006114,-14,0.261400,350000,53500.622815
268,2204,0.006156,-18,0.260519,350000,53713.995839
269,2723,0.006474,-14,0.259430,350000,53979.890742
270,2329,0.006347,-19,0.258498,350000,54205.850975
271,2947,0.006307,-15,0.257319,350000,54491.599726
272,2523,0.006340,-15,0.256310,350000,54736.474937
273,2597,0.006331,-18,0.255271,350000,54988.519760
274,2843,0.006236,-16,0.254134,350000,55264.387818
275,2611,0.006183,-17,0.253090,350000,55517.931649
276,3110,0.006221,-11,0.251846,350000,55820.736519
277,3260,0.006085,-13,0.250542,350000,56137.153900
278,2681,0.005968,-17,0.249469,350000,56397.200587
279,2534,0.005898,-16,0.248456,350000,56642.670108
280,2171,0.006153,-17,0.247587,350000,56853.429991
281,2235,0.006536,-18,0.246693,350000,57072.019424
282,2635,0.006077,-17,0.245639,350000,57327.701248
283,2172,0.006430,-19,0.244770,350000,57540.119987
284,2778,0.006252,-14,0.243659,350000,57809.796937
285,2531,0.006261,-15,0.242647,350000,58056.153545
286,2570,0.005926,-17,0.241619,350000,58306.124796
287,3005,0.005998,-13,0.240417,350000,58598.305240
288,2904,0.006131,-15,0.239255,350000,58881.058903
289,3294,0.006254,-11,0.237938,350000,59201.588218
290,3272,0.005853,-14,0.236629,350000,59521.136748
291,2610,0.006179,-16,0.235585,350000,59775.281290
292,2819,0.005937,-16,0.234457,350000,60049.860976
293,2322,0.005821,-18,0.233528,350000,60277.526508
294,2502,0.006011,-15,0.232528,350000,60521.385710
295,2061,0.005806,-16,0.231703,350000,60722.159645
296,3241,0.005618,-15,0.230407,350000,61037.643389
297,2725,0.005776,-15,0.229317,350000,61304.346175
298,2815,0.005569,-15,0.228191,350000,61578.130264
299,2941,0.006036,-16,0.227014,350000,61864.701534
300,2204,0.005721,-19,0.226133,350000,62079.589980
301,3392,0.005732,-12,0.224776,350000,62410.410875
302,1699,0.005693,-20,0.224096,350000,62576.033208
303,2419,0.006141,-14,0.223129,350000,62812.199088
304,2151,0.006325,-17,0.222268,350000,63022.661974
305,3016,0.005961,-13,0.221062,350000,63316.320125
306,2572,0.005767,-13,0.220033,350000,63567.290212
307,2650,0.005950,-16,0.218973,350000,63825.380377
308,2542,0.005686,-17,0.217956,350000,64072.670186
309,2555,0.005502,-13,0.216934,350000,64320.994767
310,2748,0.005857,-18,0.215835,350000,64588.507228
311,2317,0.006032,-15,0.214908,350000,64815.578787
312,2598,0.005822,-15,0.213869,350000,65068.849801
313,2634,0.005616,-13,0.212816,350000,65325.703391
314,1793,0.005944,-20,0.212098,350000,65500.499871
315,2977,0.005849,-13,0.210908,350000,65790.605588
316,2569,0.005587,-13,0.209880,350000,66041.419100
317,2669,0.005749,-14,0.208812,350000,66301.535548
318,2131,0.005763,-15,0.207960,350000,66510.297674
319,2281,0.006044,-18,0.207048,350000,66732.901097
320,2521,0.005757,-14,0.206039,350000,66979.421593
321,2549,0.005614,-17,0.205020,350000,67228.094816
322,2064,0.005517,-19,0.204194,350000,67429.528897
323,2783,0.005853,-16,0.203081,350000,67700.798146
324,1983,0.006014,-21,0.202288,350000,67894.133210
325,2400,0.005706,-19,0.201328,350000,68128.365753
326,2637,0.005752,-18,0.200273,350000,68386.454331
327,2410,0.005978,-14,0.199309,350000,68621.806524
328,3136,0.006004,-15,0.198054,350000,68926.840251
329,2666,0.005948,-15,0.196988,350000,69186.782342
330,2891,0.005732,-16,0.195832,350000,69468.545826
331,2235,0.005753,-17,0.194938,350000,69686.581359
332,2981,0.005793,-17,0.193745,350000,69977.099234
333,2390,0.005736,-17,0.192789,350000,70211.463223
334,2730,0.005584,-15,0.191697,350000,70477.438426
335,2850,0.005876,-12,0.190557,350000,70755.419956
336,2833,0.005825,-17,0.189424,350000,71031.664915
337,3692,0.005883,-8,0.187947,350000,71391.740792
338,2931,0.005800,-15,0.186775,350000,71677.545856
339,2614,0.005634,-17,0.185729,350000,71933.226317
340,2621,0.005755,-17,0.184681,350000,72188.675152
341,3400,0.005835,-14,0.183321,350000,72520.179753
342,3041,0.005797,-14,0.182104,350000,72816.546326
343,2861,0.005486,-13,0.180960,350000,73095.029486
344,2854,0.005442,-15,0.179818,350000,73373.516885
345,2129,0.005563,-17,0.178967,350000,73582.264749
346,2789,0.005560,-16,0.177851,350000,73854.858314
347,2286,0.005354,-17,0.176937,350000,74077.522060
348,3004,0.005573,-17,0.175735,350000,74370.240842
349,3239,0.005545,-13,0.174440,350000,74685.722354
350,3192,0.005499,-14,0.173163,350000,74996.495591
351,2469,0.005487,-15,0.172175,350000,75237.344665
352,2740,0.005599,-15,0.171079,350000,75504.830072
353,3190,0.005710,-14,0.169803,350000,75815.806766
354,2729,0.005451,-15,0.168712,350000,76083.350108
355,2497,0.005665,-16,0.167713,350000,76327.031832
356,2089,0.005622,-20,0.166877,350000,76530.906947
357,3401,0.005641,-15,0.165517,350000,76862.557476
358,2665,0.005612,-17,0.164451,350000,77123.845318
359,2866,0.005624,-17,0.163304,350000,77404.549717
360,2150,0.005626,-19,0.162444,350000,77613.967265
361,2820,0.005630,-17,0.161316,350000,77889.533289
362,2491,0.005336,-18,0.160320,350000,78132.679079
363,2617,0.005501,-14,0.159273,350000,78387.583175
364,2733,0.005426,-19,0.158180,350000,78653.766255
365,2833,0.005567,-14,0.157047,350000,78929.884177
366,2478,0.005289,-17,0.156056,350000,79173.132970
367,2752,0.005562,-17,0.154955,350000,79442.359660
368,2751,0.005499,-15,0.153854,350000,79710.895613
369,2821,0.005314,-18,0.152726,350000,79986.825717
370,2529,0.005281,-16,0.151714,350000,80233.617534
371,3306,0.005468,-11,0.150392,350000,80557.206398
372,3317,0.005373,-11,0.149065,350000,80881.955953
373,2802,0.005086,-15,0.147944,350000,81155.311678
374,3655,0.005388,-11,0.146482,350000,81513.564556
375,3260,0.005248,-13,0.145178,350000,81832.279542
376,2674,0.005137,-17,0.144109,350000,82093.190756
377,3326,0.005429,-13,0.142778,350000,82417.172096
378,2741,0.005216,-17,0.141682,350000,82685.681295
379,3324,0.005158,-14,0.140352,350000,83010.104743
380,2330,0.005307,-18,0.139420,350000,83238.044029
381,2552,0.005093,-19,0.138400,350000,83486.709873
382,3134,0.005292,-13,0.137146,350000,83793.905730
383,2446,0.005127,-14,0.136168,350000,84032.758252
384,2491,0.005274,-18,0.135171,350000,84276.041286
385,3008,0.004917,-14,0.133968,350000,84570.933012
386,3385,0.005058,-12,0.132614,350000,84901.610543
387,3234,0.005051,-13,0.131320,350000,85217.515366
388,2826,0.005150,-15,0.130190,350000,85493.615359
389,2430,0.005242,-19,0.129218,350000,85731.046696
390,3199,0.004957,-13,0.127938,350000,86043.534077
391,2577,0.005193,-17,0.126908,350000,86296.475239
392,2467,0.005031,-16,0.125921,350000,86537.511453
393,3031,0.005119,-15,0.124708,350000,86832.806665
394,3209,0.005091,-14,0.123425,350000,87145.850425
395,2931,0.005087,-18,0.122252,350000,87431.934759
396,2578,0.004869,-14,0.121221,350000,87683.301607
397,2950,0.005046,-13,0.120041,350000,87970.784754
398,2724,0.005085,-19,0.118952,350000,88237.878083
399,2231,0.004970,-16,0.118059,350000,88456.013884
400,2532,0.004833,-15,0.117046,350000,88703.108769
401,3214,0.005172,-12,0.115761,350000,89016.077944
402,2508,0.004942,-17,0.114758,350000,89261.380094
403,2966,0.004618,-15,0.113571,350000,89550.764018
404,2858,0.004814,-16,0.112428,350000,89829.658466
405,3208,0.004929,-14,0.111145,350000,90143.927400
406,2905,0.004953,-14,0.109983,350000,90427.551991
407,2432,0.004942,-19,0.109010,350000,90665.008870
408,3444,0.004797,-12,0.107632,350000,91001.548403
409,3637,0.005023,-15,0.106178,350000,91357.665730
410,3845,0.004940,-13,0.104640,350000,91735.349127
411,3659,0.004948,-12,0.103176,350000,92093.605705
412,2716,0.004770,-18,0.102090,350000,92359.512220
413,2919,0.004739,-17,0.100922,350000,92645.209323
414,3278,0.004950,-13,0.100000,350000,92966.203791
415,3201,0.004916,-13,0.100000,350000,93280.210229
416,3746,0.004908,-11,0.100000,350000,93648.270137
417,4275,0.004906,-11,0.100000,350000,94065.928981
418,2563,0.004672,-19,0.100000,350000,94316.774818
419,2267,0.004692,-21,0.100000,350000,94539.163730
420,3174,0.004687,-13,0.100000,350000,94851.299209
421,3083,0.004760,-16,0.100000,350000,95154.827743
422,2716,0.004973,-17,0.100000,350000,95424.080868
423,2838,0.004895,-17,0.100000,350000,95703.152059
424,3359,0.005006,-13,0.100000,350000,96033.879150
425,2769,0.005094,-16,0.100000,350000,96306.953637
426,2885,0.004827,-14,0.100000,350000,96591.354498
427,3691,0.004864,-10,0.100000,350000,96954.819194
428,4099,0.004953,-8,0.100000,350000,97359.600607
429,2929,0.004898,-16,0.100000,350000,97647.978750
430,2683,0.004833,-17,0.100000,350000,97912.201427
431,2617,0.004896,-16,0.100000,350000,98169.843482
432,2795,0.005004,-15,0.100000,350000,98445.268086
433,4318,0.005132,-10,0.100000,350000,98871.261321
434,3543,0.004981,-13,0.100000,350000,99219.895566
435,2572,0.004793,-18,0.100000,350000,99473.308375
436,3581,0.004894,-13,0.100000,350000,99826.089218
437,2602,0.005118,-16,0.100000,350000,100082.452837
438,3400,0.004849,-11,0.100000,350000,100417.884858
439,3185,0.004947,-14,0.100000,350000,100732.453752
440,3892,0.005021,-12,0.100000,350000,101116.346698
441,3094,0.004795,-12,0.100000,350000,101421.767165
442,3089,0.004678,-16,0.100000,350000,101726.593336
443,3158,0.004921,-15,0.100000,350000,102038.305949
444,2832,0.004850,-17,0.100000,350000,102317.944285
445,2633,0.004917,-16,0.100000,350000,102578.603354
446,2508,0.004658,-18,0.100000,350000,102826.153511
447,3901,0.004852,-7,0.100000,350000,103211.228474
448,3106,0.004718,-16,0.100000,350000,103519.056220
449,3437,0.004880,-8,0.100000,350000,103858.494542
450,2650,0.004881,-18,0.100000,350000,104120.215182
451,3217,0.004641,-12,0.100000,350000,104440.018250
452,3269,0.004972,-15,0.100000,350000,104762.686778
453,2187,0.004844,-19,0.100000,350000,104978.473366
454,2512,0.004679,-16,0.100000,350000,105225.973846
455,3400,0.004797,-14,0.100000,350000,105560.562304
456,3002,0.004949,-15,0.100000,350000,105855.984579
457,4382,0.004712,-8,0.100000,350000,106288.210932
458,2706,0.004742,-16,0.100000,350000,106554.089932
459,3767,0.004998,-14,0.100000,350000,106923.570877
460,2753,0.004810,-19,0.100000,350000,107194.549441
461,3408,0.004722,-13,0.100000,350000,107529.876063
462,3477,0.004604,-15,0.100000,350000,107873.175890
463,2841,0.004438,-18,0.100000,350000,108152.950797
464,2422,0.004598,-15,0.100000,350000,108390.651239
465,4509,0.004709,-7,0.100000,350000,108834.634131
466,2537,0.004859,-18,0.100000,350000,109084.256466
467,2987,0.004858,-15,0.100000,350000,109378.055523
468,3883,0.004784,-9,0.100000,350000,109763.471838
469,3093,0.004632,-14,0.100000,350000,110067.355523
470,3109,0.004430,-14,0.100000,350000,110373.153432
471,2267,0.004565,-17,0.100000,350000,110596.153226
472,3183,0.004773,-14,0.100000,350000,110910.716857
473,2972,0.004726,-13,0.100000,350000,111204.076239
474,2545,0.004688,-16,0.100000,350000,111454.841988
475,3140,0.004711,-15,0.100000,350000,111764.819751
476,2846,0.004676,-14,0.100000,350000,112044.934997
477,3224,0.004694,-16,0.100000,350000,112361.573323
478,2739,0.004531,-15,0.100000,350000,112630.322078
479,3772,0.004684,-12,0.100000,350000,113001.219658
480,3465,0.004738,-12,0.100000,350000,113343.149099
481,3162,0.004725,-13,0.100000,350000,113654.750051
482,3501,0.004712,-12,0.100000,350000,113999.291918
483,2816,0.004832,-13,0.100000,350000,114277.308044
484,2285,0.004813,-19,0.100000,350000,114502.769403
485,2916,0.004886,-14,0.100000,350000,114791.729425
486,2946,0.004594,-13,0.100000,350000,115088.446963
487,2831,0.004722,-14,0.100000,350000,115369.156740
488,2466,0.004794,-16,0.100000,350000,115615.309884
489,3169,0.004915,-14,0.100000,350000,115927.715647
490,3623,0.004772,-12,0.100000,350000,116284.173926
491,2491,0.004686,-16,0.100000,350000,116529.861234
492,2825,0.004823,-13,0.100000,350000,116808.017800
493,2903,0.004600,-13,0.100000,350000,117095.141932
494,2380,0.004546,-18,0.100000,350000,117329.890129
495,3095,0.004826,-14,0.100000,350000,117635.687012
496,2923,0.004922,-15,0.100000,350000,117923.352036
497,2497,0.004836,-15,0.100000,350000,118169.102481
498,3015,0.004551,-13,0.100000,350000,118465.794801
499,2803,0.004788,-11,0.100000,350000,118743.411957
500,3165,0.004718,-11,0.100000,350000,119055.058318
501,2928,0.004793,-15,0.100000,350000,119343.342274
502,2565,0.004769,-17,0.100000,350000,119595.387560
503,2689,0.004711,-16,0.100000,350000,119860.292503
504,2466,0.004871,-17,0.100000,350000,120103.140869
505,3114,0.004702,-15,0.100000,350000,120409.737833
506,3331,0.004767,-15,0.100000,350000,120740.250824
507,2007,0.004647,-17,0.100000,350000,120937.977880
508,3278,0.004631,-11,0.100000,350000,121260.707599
509,2801,0.004729,-15,0.100000,350000,121536.453804
510,3129,0.004542,-15,0.100000,350000,121844.718126
511,3013,0.004604,-15,0.100000,350000,122141.554764
512,3133,0.004630,-14,0.100000,350000,122450.344989
513,3181,0.004843,-13,0.100000,350000,122764.805170
514,2120,0.004664,-17,0.100000,350000,122973.481953
515,2703,0.004692,-17,0.100000,350000,123240.816527
516,3603,0.004854,-8,0.100000,350000,123595.423400
