episode,num_iters,loss,sum_rewards,curr_eps,time
447,1471,0.007330,-20,0.457514,200000,29999.808353
448,1897,0.007282,-17,0.455807,200000,30109.379965
449,1764,0.007500,-20,0.454219,200000,30211.393785
450,1607,0.007137,-19,0.452773,200000,30304.053527
451,1762,0.007468,-18,0.451187,200000,30406.063317
452,1129,0.007563,-21,0.450171,200000,30471.439152
453,1546,0.007335,-20,0.448780,200000,30561.957938
454,1478,0.007415,-20,0.447449,200000,30647.499114
455,1428,0.007595,-20,0.446164,200000,30729.822941
456,1591,0.007066,-18,0.444732,200000,30821.578631
457,1309,0.006895,-19,0.443554,200000,30897.129550
458,1605,0.007198,-19,0.442110,200000,30989.885844
459,1787,0.007082,-18,0.440501,200000,31092.868941
460,2249,0.006997,-15,0.438477,200000,31222.827421
461,1243,0.007190,-20,0.437359,200000,31294.964537
462,1654,0.007222,-20,0.435870,200000,31390.374375
463,1779,0.007222,-18,0.434269,200000,31493.197672
464,1144,0.006769,-21,0.433239,200000,31559.175584
465,1154,0.007077,-21,0.432201,200000,31625.802210
466,1586,0.007327,-19,0.430773,200000,31717.535910
467,1605,0.007391,-17,0.429329,200000,31810.241769
468,1955,0.007059,-16,0.427569,200000,31923.245569
469,1469,0.006903,-20,0.426247,200000,32008.090591
470,1686,0.007021,-16,0.424730,200000,32105.471738
471,1336,0.007460,-19,0.423527,200000,32182.526178
472,1528,0.007674,-19,0.422152,200000,32270.880454
473,2015,0.007418,-18,0.420339,200000,32388.386562
474,1938,0.007023,-18,0.418595,200000,32500.429945
475,1629,0.007195,-20,0.417129,200000,32594.694801
476,1816,0.006883,-18,0.415494,200000,32699.941152
477,1846,0.007142,-18,0.413833,200000,32806.808621
478,1487,0.007289,-19,0.412494,200000,32892.797239
479,1271,0.007190,-21,0.411350,200000,32966.389574
480,2150,0.007281,-15,0.409415,200000,33091.170262
481,1550,0.007238,-18,0.408021,200000,33180.948302
482,1177,0.007254,-20,0.406961,200000,33249.023566
483,1429,0.006973,-19,0.405675,200000,33331.741793
484,1726,0.007666,-18,0.404122,200000,33431.796522
485,2013,0.006905,-17,0.402310,200000,33548.210513
486,1462,0.007504,-20,0.400994,200000,33632.898159
487,1237,0.007318,-20,0.399881,200000,33704.512568
488,1427,0.007255,-21,0.398597,200000,33787.243688
489,1832,0.007484,-18,0.396948,200000,33893.258868
490,1438,0.007161,-21,0.395654,200000,33976.491931
491,1839,0.007430,-18,0.393998,200000,34082.783315
492,2064,0.007443,-17,0.392141,200000,34203.488092
493,1728,0.007509,-18,0.390586,200000,34303.681177
494,1697,0.007340,-20,0.389058,200000,34401.973002
495,2201,0.007332,-16,0.387077,200000,34529.463517
496,1949,0.007247,-17,0.385323,200000,34642.643006
497,1993,0.007046,-17,0.383530,200000,34758.081311
498,2257,0.007280,-15,0.381498,200000,34889.078141
499,1826,0.007204,-21,0.379855,200000,34995.321756
500,2141,0.007186,-18,0.377928,200000,35119.763067
501,1621,0.007308,-20,0.376469,200000,35213.834879
502,1972,0.007392,-17,0.374694,200000,35328.596565
503,1938,0.006914,-16,0.372950,200000,35441.336539
504,1442,0.006861,-20,0.371652,200000,35525.372465
505,1786,0.007009,-17,0.370045,200000,35630.402622
506,1895,0.007098,-17,0.368339,200000,35740.453957
507,1977,0.006754,-18,0.366560,200000,35855.254879
508,1969,0.007100,-17,0.364788,200000,35971.232744
509,1659,0.006894,-21,0.363295,200000,36067.818642
510,1985,0.007131,-18,0.361508,200000,36183.639181
511,1990,0.007206,-19,0.359717,200000,36299.766621
512,1590,0.007036,-19,0.358286,200000,36392.471380
513,2305,0.006806,-16,0.356212,200000,36526.760421
514,1792,0.006944,-18,0.354599,200000,36631.204122
515,1872,0.006897,-19,0.352914,200000,36740.196890
516,1657,0.007447,-18,0.351423,200000,36836.842486
517,1835,0.007277,-18,0.349772,200000,36944.031511
